date,open,high,low,close,volume
2017-03-03 10:13:00+05:30,8874.55,8875.7,8873.65,8875.5,0
2017-03-03 10:14:00+05:30,8875.95,8879.2,8875.65,8879.1,0
2017-03-03 10:15:00+05:30,8879.2,8879.75,8877.6,8877.6,0
2017-03-03 10:16:00+05:30,8877.6,8879.2,8877.05,8877.25,0
2017-03-03 10:17:00+05:30,8877.2,8877.2,8871.65,8872.5,0
2017-03-03 10:18:00+05:30,8872.45,8875.5,8871.95,8872.6,0
2017-03-03 10:19:00+05:30,8872.65,8872.65,8869.85,8871.75,0
2017-03-03 10:20:00+05:30,8871.65,8871.75,8870.2,8871.7,0
2017-03-03 10:21:00+05:30,8871.75,8872.55,8870.95,8872.55,0
2017-03-03 10:22:00+05:30,8872.4,8874.4,8872.4,8874.4,0
2017-03-03 10:23:00+05:30,8874.55,8876.55,8874.4,8875.7,0
2017-03-03 10:24:00+05:30,8875.85,8876.15,8874.65,8875.5,0
2017-03-03 10:25:00+05:30,8875.45,8876.5,8874.9,8875.85,0
2017-03-03 10:26:00+05:30,8875.75,8877.0,8875.0,8877.0,0
2017-03-03 10:27:00+05:30,8877.0,8879.1,8877.0,8877.3,0
2017-03-03 10:28:00+05:30,8877.25,8877.6,8876.5,8877.0,0
2017-03-03 10:29:00+05:30,8876.8,8878.45,8876.8,8878.45,0
2017-03-03 10:30:00+05:30,8878.6,8879.6,8875.9,8876.25,0
2017-03-03 10:31:00+05:30,8876.35,8877.5,8875.7,8875.8,0
2017-03-03 10:32:00+05:30,8876.05,8877.55,8875.55,8875.95,0
2017-03-03 10:33:00+05:30,8875.8,8875.95,8874.2,8874.85,0
2017-03-03 10:34:00+05:30,8874.85,8875.2,8872.95,8873.55,0
2017-03-03 10:35:00+05:30,8873.7,8877.6,8873.45,8877.0,0
2017-03-03 10:36:00+05:30,8876.95,8878.05,8876.9,8877.0,0
2017-03-03 10:37:00+05:30,8877.15,8877.2,8875.65,8876.9,0
2017-03-03 10:38:00+05:30,8876.5,8876.8,8875.35,8876.7,0
2017-03-03 10:39:00+05:30,8876.85,8877.5,8876.2,8876.6,0
2017-03-03 10:40:00+05:30,8876.3,8876.95,8876.0,8876.3,0
2017-03-03 10:41:00+05:30,8876.5,8877.1,8875.9,8876.2,0
2017-03-03 10:42:00+05:30,8876.2,8876.95,8875.95,8876.65,0
2017-03-03 10:43:00+05:30,8876.35,8878.4,8876.15,8878.4,0
2017-03-03 10:44:00+05:30,8878.55,8881.6,8878.15,8881.15,0
2017-03-03 10:45:00+05:30,8881.1,8882.9,8880.9,8882.9,0
2017-03-03 10:46:00+05:30,8882.8,8883.35,8881.8,8882.3,0
2017-03-03 10:47:00+05:30,8882.25,8882.95,8880.9,8881.3,0
2017-03-03 10:48:00+05:30,8881.1,8881.8,8880.45,8881.8,0
2017-03-03 10:49:00+05:30,8881.65,8883.6,8881.65,8882.4,0
2017-03-03 10:50:00+05:30,8882.45,8882.75,8881.2,8881.25,0
2017-03-03 10:51:00+05:30,8881.25,8883.0,8881.05,8882.65,0
2017-03-03 10:52:00+05:30,8882.35,8884.1,8882.1,8882.85,0
2017-03-03 10:53:00+05:30,8882.7,8883.25,8881.35,8881.6,0
2017-03-03 10:54:00+05:30,8881.65,8881.65,8879.95,8880.2,0
2017-03-03 10:55:00+05:30,8880.45,8881.1,8879.4,8879.9,0
2017-03-03 10:56:00+05:30,8879.9,8879.9,8874.6,8874.85,0
2017-03-03 10:57:00+05:30,8874.65,8875.15,8873.65,8873.65,0
2017-03-03 10:58:00+05:30,8873.95,8873.95,8872.25,8872.9,0
2017-03-03 10:59:00+05:30,8872.85,8874.15,8872.4,8874.1,0
2017-03-03 11:00:00+05:30,8874.35,8874.4,8872.05,8872.8,0
2017-03-03 11:01:00+05:30,8873.0,8874.95,8872.7,8874.6,0
2017-03-03 11:02:00+05:30,8874.7,8875.85,8874.25,8874.65,0
2017-03-03 11:03:00+05:30,8874.65,8875.9,8874.0,8874.0,0
2017-03-03 11:04:00+05:30,8873.95,8874.2,8872.1,8872.4,0
2017-03-03 11:05:00+05:30,8872.45,8873.35,8872.15,8872.35,0
2017-03-03 11:06:00+05:30,8872.45,8872.65,8871.15,8872.45,0
2017-03-03 11:07:00+05:30,8872.45,8873.8,8872.3,8873.3,0
2017-03-03 11:08:00+05:30,8873.25,8874.1,8872.75,8873.1,0
2017-03-03 11:09:00+05:30,8873.1,8873.55,8872.8,8873.25,0
2017-03-03 11:10:00+05:30,8873.35,8873.75,8870.55,8871.25,0
2017-03-03 11:11:00+05:30,8871.25,8871.5,8867.9,8867.9,0
2017-03-03 11:12:00+05:30,8868.15,8871.15,8867.65,8869.35,0
2017-03-03 11:13:00+05:30,8869.35,8869.75,8867.4,8867.65,0
2017-03-03 11:14:00+05:30,8867.65,8868.15,8866.25,8866.85,0
2017-03-03 11:15:00+05:30,8867.15,8870.5,8865.8,8870.5,0
2017-03-03 11:16:00+05:30,8870.5,8871.35,8869.35,8871.3,0
2017-03-03 11:17:00+05:30,8871.75,8876.05,8871.75,8874.85,0
2017-03-03 11:18:00+05:30,8874.5,8876.9,8873.9,8876.9,0
2017-03-03 11:19:00+05:30,8877.1,8878.0,8875.45,8875.45,0
2017-03-03 11:20:00+05:30,8875.3,8875.9,8874.9,8875.15,0
2017-03-03 11:21:00+05:30,8875.0,8875.65,8873.25,8873.5,0
2017-03-03 11:22:00+05:30,8873.75,8875.6,8873.15,8874.75,0
2017-03-03 11:23:00+05:30,8874.45,8876.6,8874.45,8875.1,0
2017-03-03 11:24:00+05:30,8874.9,8878.25,8874.8,8878.25,0
2017-03-03 11:25:00+05:30,8878.35,8879.05,8877.5,8878.45,0
2017-03-03 11:26:00+05:30,8878.5,8878.9,8876.1,8876.85,0
2017-03-03 11:27:00+05:30,8876.65,8877.4,8876.25,8876.55,0
2017-03-03 11:28:00+05:30,8876.5,8876.7,8875.05,8875.05,0
2017-03-03 11:29:00+05:30,8875.05,8875.45,8874.45,8874.9,0
2017-03-03 11:30:00+05:30,8874.4,8874.4,8872.0,8874.15,0
2017-03-03 11:31:00+05:30,8874.05,8875.3,8873.6,8874.5,0
2017-03-03 11:32:00+05:30,8874.2,8874.75,8872.9,8873.85,0
2017-03-03 11:33:00+05:30,8873.85,8873.9,8872.1,8872.45,0
2017-03-03 11:34:00+05:30,8872.05,8872.25,8868.8,8868.95,0
2017-03-03 11:35:00+05:30,8869.5,8871.95,8868.9,8871.95,0
2017-03-03 11:36:00+05:30,8871.55,8872.3,8871.3,8871.4,0
2017-03-03 11:37:00+05:30,8871.25,8872.75,8871.25,8872.2,0
2017-03-03 11:38:00+05:30,8872.15,8872.6,8871.25,8871.35,0
2017-03-03 11:39:00+05:30,8871.25,8872.35,8871.25,8872.3,0
2017-03-03 11:40:00+05:30,8872.25,8872.35,8870.9,8872.05,0
2017-03-03 11:41:00+05:30,8871.95,8873.5,8871.85,8873.25,0
2017-03-03 11:42:00+05:30,8873.45,8874.25,8873.05,8873.8,0
2017-03-03 11:43:00+05:30,8873.8,8873.8,8872.95,8873.7,0
2017-03-03 11:44:00+05:30,8873.65,8875.1,8873.3,8874.55,0
2017-03-03 11:45:00+05:30,8874.3,8876.35,8874.0,8875.75,0
2017-03-03 11:46:00+05:30,8875.9,8877.7,8875.75,8876.0,0
2017-03-03 11:47:00+05:30,8875.55,8876.7,8875.55,8875.9,0
2017-03-03 11:48:00+05:30,8875.95,8877.05,8875.25,8875.45,0
2017-03-03 11:49:00+05:30,8875.55,8875.6,8873.4,8875.45,0
2017-03-03 11:50:00+05:30,8875.25,8875.45,8874.25,8875.0,0
2017-03-03 11:51:00+05:30,8874.85,8875.45,8873.95,8874.4,0
2017-03-03 11:52:00+05:30,8874.85,8875.25,8874.35,8874.7,0
2017-03-03 11:53:00+05:30,8874.9,8875.2,8873.55,8873.55,0
2017-03-03 11:54:00+05:30,8873.65,8874.35,8873.2,8874.1,0
2017-03-03 11:55:00+05:30,8874.2,8874.25,8871.95,8872.05,0
2017-03-03 11:56:00+05:30,8872.0,8872.0,8869.0,8869.4,0
2017-03-03 11:57:00+05:30,8869.4,8869.7,8868.05,8868.2,0
2017-03-03 11:58:00+05:30,8868.4,8868.9,8867.85,8868.5,0
2017-03-03 11:59:00+05:30,8868.55,8869.2,8868.0,8868.75,0
2017-03-03 12:00:00+05:30,8869.1,8869.3,8867.4,8867.4,0
2017-03-03 12:01:00+05:30,8867.75,8869.2,8867.6,8867.95,0
2017-03-03 12:02:00+05:30,8867.9,8869.05,8867.65,8869.05,0
2017-03-03 12:03:00+05:30,8868.8,8869.9,8868.6,8869.55,0
2017-03-03 12:04:00+05:30,8869.6,8870.8,8869.5,8870.1,0
2017-03-03 12:05:00+05:30,8870.05,8870.9,8868.9,8869.0,0
2017-03-03 12:06:00+05:30,8869.2,8870.4,8868.95,8869.75,0
2017-03-03 12:07:00+05:30,8869.95,8870.6,8869.35,8870.35,0
2017-03-03 12:08:00+05:30,8870.2,8871.55,8869.75,8870.15,0
2017-03-03 12:09:00+05:30,8870.25,8870.65,8869.2,8869.85,0
2017-03-03 12:10:00+05:30,8869.85,8869.95,8868.05,8868.5,0
2017-03-03 12:11:00+05:30,8868.5,8868.7,8866.4,8866.7,0
2017-03-03 12:12:00+05:30,8866.85,8867.45,8866.35,8866.95,0
2017-03-03 12:13:00+05:30,8867.45,8867.45,8865.85,8866.15,0
2017-03-03 12:14:00+05:30,8866.2,8866.5,8865.1,8865.35,0
2017-03-03 12:15:00+05:30,8865.2,8867.25,8864.9,8867.2,0
2017-03-03 12:16:00+05:30,8866.9,8867.6,8866.0,8866.5,0
2017-03-03 12:17:00+05:30,8866.7,8867.15,8865.95,8866.75,0
2017-03-03 12:18:00+05:30,8867.1,8868.05,8866.8,8867.4,0
2017-03-03 12:19:00+05:30,8867.6,8868.65,8867.3,8868.6,0
2017-03-03 12:20:00+05:30,8868.7,8869.65,8868.15,8869.6,0
2017-03-03 12:21:00+05:30,8869.65,8870.9,8869.55,8870.55,0
2017-03-03 12:22:00+05:30,8870.6,8870.7,8869.75,8870.7,0
2017-03-03 12:23:00+05:30,8870.7,8871.95,8870.55,8871.25,0
2017-03-03 12:24:00+05:30,8871.35,8871.85,8870.7,8871.7,0
2017-03-03 12:25:00+05:30,8871.75,8872.55,8871.1,8872.05,0
2017-03-03 12:26:00+05:30,8872.15,8873.1,8872.1,8872.9,0
2017-03-03 12:27:00+05:30,8872.65,8873.1,8872.2,8872.2,0
2017-03-03 12:28:00+05:30,8872.1,8873.4,8871.75,8872.85,0
2017-03-03 12:29:00+05:30,8873.1,8874.0,8872.45,8873.75,0
2017-03-03 12:30:00+05:30,8873.15,8874.5,8872.9,8874.0,0
2017-03-03 12:31:00+05:30,8873.95,8874.05,8871.55,8872.1,0
2017-03-03 12:32:00+05:30,8872.0,8872.25,8871.05,8872.25,0
2017-03-03 12:33:00+05:30,8871.65,8871.95,8869.5,8869.5,0
2017-03-03 12:34:00+05:30,8869.25,8870.1,8869.15,8869.2,0
2017-03-03 12:35:00+05:30,8869.05,8870.7,8869.0,8870.1,0
2017-03-03 12:36:00+05:30,8869.95,8870.55,8869.75,8870.1,0
2017-03-03 12:37:00+05:30,8870.1,8871.4,8870.1,8870.95,0
2017-03-03 12:38:00+05:30,8871.05,8874.5,8870.8,8873.0,0
2017-03-03 12:39:00+05:30,8873.0,8873.5,8872.45,8873.15,0
2017-03-03 12:40:00+05:30,8873.1,8873.1,8871.25,8871.65,0
2017-03-03 12:41:00+05:30,8872.1,8872.3,8869.3,8869.3,0
2017-03-03 12:42:00+05:30,8869.3,8869.45,8868.3,8869.25,0
2017-03-03 12:43:00+05:30,8869.3,8869.55,8867.75,8868.3,0
2017-03-03 12:44:00+05:30,8868.3,8868.95,8867.4,8868.5,0
2017-03-03 12:45:00+05:30,8868.4,8868.75,8866.9,8866.9,0
2017-03-03 12:46:00+05:30,8866.95,8867.6,8866.75,8867.3,0
2017-03-03 12:47:00+05:30,8867.5,8868.85,8867.1,8868.45,0
2017-03-03 12:48:00+05:30,8868.2,8868.85,8860.6,8861.6,0
2017-03-03 12:49:00+05:30,8862.3,8867.2,8862.3,8863.45,0
2017-03-03 12:50:00+05:30,8863.6,8863.65,8861.65,8862.45,0
2017-03-03 12:51:00+05:30,8862.65,8865.0,8862.4,8864.75,0
2017-03-03 12:52:00+05:30,8864.55,8867.35,8864.2,8867.25,0
2017-03-03 12:53:00+05:30,8867.2,8868.1,8866.85,8867.55,0
2017-03-03 12:54:00+05:30,8867.3,8868.4,8867.1,8867.1,0
2017-03-03 12:55:00+05:30,8867.15,8867.6,8863.65,8863.65,0
2017-03-03 12:56:00+05:30,8864.0,8864.0,8860.75,8861.9,0
2017-03-03 12:57:00+05:30,8861.6,8862.85,8860.7,8862.5,0
2017-03-03 12:58:00+05:30,8862.65,8865.1,8862.55,8864.95,0
2017-03-03 12:59:00+05:30,8864.9,8865.8,8864.35,8865.6,0
2017-03-03 13:00:00+05:30,8865.65,8867.15,8865.1,8865.1,0
2017-03-03 13:01:00+05:30,8865.2,8865.4,8863.55,8864.45,0
2017-03-03 13:02:00+05:30,8864.6,8865.7,8862.05,8862.85,0
2017-03-03 13:03:00+05:30,8862.55,8863.25,8861.9,8862.9,0
2017-03-03 13:04:00+05:30,8862.9,8863.2,8860.4,8862.15,0
2017-03-03 13:05:00+05:30,8861.7,8863.5,8861.6,8863.25,0
2017-03-03 13:06:00+05:30,8863.35,8864.0,8862.6,8862.65,0
2017-03-03 13:07:00+05:30,8862.65,8864.4,8862.65,8864.1,0
2017-03-03 13:08:00+05:30,8864.2,8864.95,8863.3,8863.95,0
2017-03-03 13:09:00+05:30,8863.65,8865.05,8863.3,8864.05,0
2017-03-03 13:10:00+05:30,8863.9,8865.55,8863.9,8864.85,0
2017-03-03 13:11:00+05:30,8864.2,8865.1,8861.1,8861.3,0
2017-03-03 13:12:00+05:30,8861.4,8863.3,8860.35,8860.45,0
2017-03-03 13:13:00+05:30,8860.6,8864.0,8860.3,8864.0,0
2017-03-03 13:14:00+05:30,8863.8,8864.5,8862.65,8862.8,0
2017-03-03 13:15:00+05:30,8863.1,8863.35,8861.8,8863.05,0
2017-03-03 13:16:00+05:30,8863.15,8865.4,8862.65,8864.5,0
2017-03-03 13:17:00+05:30,8864.8,8867.6,8864.25,8867.6,0
2017-03-03 13:18:00+05:30,8867.65,8867.9,8865.05,8865.05,0
2017-03-03 13:19:00+05:30,8864.55,8867.4,8863.9,8867.4,0
2017-03-03 13:20:00+05:30,8867.2,8867.65,8866.6,8867.5,0
2017-03-03 13:21:00+05:30,8867.35,8867.9,8866.7,8867.9,0
2017-03-03 13:22:00+05:30,8868.0,8868.7,8867.45,8868.55,0
2017-03-03 13:23:00+05:30,8868.45,8869.4,8868.0,8868.25,0
2017-03-03 13:24:00+05:30,8868.15,8868.15,8866.15,8867.95,0
2017-03-03 13:25:00+05:30,8868.1,8868.55,8867.05,8868.55,0
2017-03-03 13:26:00+05:30,8868.45,8868.45,8867.15,8867.6,0
2017-03-03 13:27:00+05:30,8867.65,8870.3,8867.35,8870.2,0
2017-03-03 13:28:00+05:30,8870.1,8870.85,8869.4,8870.4,0
2017-03-03 13:29:00+05:30,8870.45,8871.6,8870.1,8870.45,0
2017-03-03 13:30:00+05:30,8870.9,8871.15,8869.85,8870.9,0
2017-03-03 13:31:00+05:30,8870.55,8872.25,8870.1,8872.0,0
2017-03-03 13:32:00+05:30,8872.05,8873.1,8871.25,8872.75,0
2017-03-03 13:33:00+05:30,8872.6,8875.7,8872.35,8875.7,0
2017-03-03 13:34:00+05:30,8875.6,8875.6,8873.1,8873.15,0
2017-03-03 13:35:00+05:30,8873.3,8873.35,8868.15,8868.35,0
2017-03-03 13:36:00+05:30,8868.55,8869.15,8867.6,8869.15,0
2017-03-03 13:37:00+05:30,8869.2,8872.1,8868.9,8870.9,0
2017-03-03 13:38:00+05:30,8870.85,8871.85,8870.6,8871.15,0
2017-03-03 13:39:00+05:30,8871.25,8872.55,8871.25,8871.75,0
2017-03-03 13:40:00+05:30,8871.8,8872.65,8871.7,8871.95,0
2017-03-03 13:41:00+05:30,8871.9,8872.75,8871.6,8872.3,0
2017-03-03 13:42:00+05:30,8872.65,8874.55,8871.7,8871.75,0
2017-03-03 13:43:00+05:30,8871.75,8873.0,8871.45,8872.35,0
2017-03-03 13:44:00+05:30,8872.2,8873.3,8871.95,8872.8,0
2017-03-03 13:45:00+05:30,8872.95,8875.9,8872.85,8875.85,0
2017-03-03 13:46:00+05:30,8875.7,8877.0,8875.3,8876.5,0
2017-03-03 13:47:00+05:30,8876.25,8876.55,8874.8,8874.9,0
2017-03-03 13:48:00+05:30,8875.05,8875.05,8872.0,8872.0,0
2017-03-03 13:49:00+05:30,8872.2,8873.9,8871.65,8873.55,0
2017-03-03 13:50:00+05:30,8873.65,8873.65,8871.85,8872.05,0
2017-03-03 13:51:00+05:30,8871.5,8872.8,8871.5,8872.55,0
2017-03-03 13:52:00+05:30,8872.65,8873.1,8871.75,8872.75,0
2017-03-03 13:53:00+05:30,8872.55,8873.15,8871.8,8872.7,0
2017-03-03 13:54:00+05:30,8873.1,8873.25,8872.1,8872.9,0
2017-03-03 13:55:00+05:30,8873.1,8875.15,8872.95,8874.55,0
2017-03-03 13:56:00+05:30,8874.65,8875.15,8873.7,8873.7,0
2017-03-03 13:57:00+05:30,8873.85,8874.15,8873.05,8873.5,0
2017-03-03 13:58:00+05:30,8873.15,8873.4,8872.25,8873.15,0
2017-03-03 13:59:00+05:30,8872.85,8873.8,8872.35,8873.1,0
2017-03-03 14:00:00+05:30,8873.25,8874.4,8872.85,8874.15,0
2017-03-03 14:01:00+05:30,8874.35,8879.15,8874.25,8877.75,0
2017-03-03 14:02:00+05:30,8877.95,8878.3,8875.45,8875.6,0
2017-03-03 14:03:00+05:30,8875.8,8878.1,8875.65,8877.6,0
2017-03-03 14:04:00+05:30,8877.45,8882.65,8877.25,8882.2,0
2017-03-03 14:05:00+05:30,8882.15,8882.65,8880.35,8882.25,0
2017-03-03 14:06:00+05:30,8883.15,8884.55,8882.65,8882.95,0
2017-03-03 14:07:00+05:30,8883.1,8883.85,8878.7,8878.75,0
2017-03-03 14:08:00+05:30,8878.7,8880.55,8878.3,8878.35,0
2017-03-03 14:09:00+05:30,8878.15,8880.0,8877.55,8877.55,0
2017-03-03 14:10:00+05:30,8877.85,8878.8,8875.15,8875.25,0
2017-03-03 14:11:00+05:30,8875.0,8879.55,8875.0,8878.45,0
2017-03-03 14:12:00+05:30,8878.85,8879.85,8877.6,8878.0,0
2017-03-03 14:13:00+05:30,8877.8,8880.3,8877.8,8879.9,0
2017-03-03 14:14:00+05:30,8880.05,8885.5,8880.05,8883.15,0
2017-03-03 14:15:00+05:30,8883.05,8885.55,8883.05,8883.95,0
2017-03-03 14:16:00+05:30,8884.2,8885.35,8883.65,8884.45,0
2017-03-03 14:17:00+05:30,8884.25,8892.25,8884.25,8889.75,0
2017-03-03 14:18:00+05:30,8889.2,8892.2,8888.7,8891.55,0
2017-03-03 14:19:00+05:30,8892.05,8896.1,8890.95,8890.95,0
2017-03-03 14:20:00+05:30,8890.95,8892.95,8888.55,8888.95,0
2017-03-03 14:21:00+05:30,8888.45,8889.6,8886.55,8886.65,0
2017-03-03 14:22:00+05:30,8886.95,8888.0,8885.85,8885.85,0
2017-03-03 14:23:00+05:30,8885.8,8890.1,8885.8,8889.75,0
2017-03-03 14:24:00+05:30,8889.8,8891.5,8887.2,8890.35,0
2017-03-03 14:25:00+05:30,8890.3,8892.25,8889.6,8890.9,0
2017-03-03 14:26:00+05:30,8890.9,8892.85,8889.2,8889.2,0
2017-03-03 14:27:00+05:30,8889.25,8890.2,8888.2,8888.55,0
2017-03-03 14:28:00+05:30,8888.6,8890.1,8888.3,8889.1,0
2017-03-03 14:29:00+05:30,8888.7,8890.5,8888.05,8888.65,0
2017-03-03 14:30:00+05:30,8888.6,8891.25,8888.5,8890.15,0
2017-03-03 14:31:00+05:30,8890.05,8893.4,8889.15,8893.0,0
2017-03-03 14:32:00+05:30,8893.25,8894.65,8893.05,8894.2,0
2017-03-03 14:33:00+05:30,8894.4,8898.05,8894.15,8896.6,0
2017-03-03 14:34:00+05:30,8896.75,8898.0,8895.75,8895.75,0
2017-03-03 14:35:00+05:30,8895.65,8896.35,8890.05,8890.25,0
2017-03-03 14:36:00+05:30,8890.55,8891.9,8889.15,8890.35,0
2017-03-03 14:37:00+05:30,8890.7,8891.2,8888.75,8888.8,0
2017-03-03 14:38:00+05:30,8888.9,8889.4,8883.6,8883.75,0
2017-03-03 14:39:00+05:30,8883.75,8886.15,8883.75,8885.9,0
2017-03-03 14:40:00+05:30,8885.5,8886.8,8885.1,8885.1,0
2017-03-03 14:41:00+05:30,8885.15,8885.75,8883.6,8884.5,0
2017-03-03 14:42:00+05:30,8884.75,8889.15,8884.45,8888.95,0
2017-03-03 14:43:00+05:30,8888.75,8892.25,8888.75,8891.8,0
2017-03-03 14:44:00+05:30,8891.9,8894.05,8890.15,8890.45,0
2017-03-03 14:45:00+05:30,8890.5,8890.5,8887.3,8887.3,0
2017-03-03 14:46:00+05:30,8887.55,8888.15,8886.85,8886.9,0
2017-03-03 14:47:00+05:30,8886.85,8886.95,8884.5,8884.6,0
2017-03-03 14:48:00+05:30,8884.95,8887.0,8884.85,8886.4,0
2017-03-03 14:49:00+05:30,8886.2,8889.05,8885.05,8888.9,0
2017-03-03 14:50:00+05:30,8888.85,8888.85,8886.35,8886.35,0
2017-03-03 14:51:00+05:30,8886.6,8887.35,8885.95,8885.95,0
2017-03-03 14:52:00+05:30,8885.9,8886.85,8885.2,8886.6,0
2017-03-03 14:53:00+05:30,8886.4,8888.1,8886.35,8887.2,0
2017-03-03 14:54:00+05:30,8886.55,8890.9,8886.55,8890.25,0
2017-03-03 14:55:00+05:30,8890.1,8891.25,8889.75,8891.15,0
2017-03-03 14:56:00+05:30,8891.5,8893.4,8891.2,8891.6,0
2017-03-03 14:57:00+05:30,8890.95,8891.4,8886.8,8886.8,0
2017-03-03 14:58:00+05:30,8886.25,8889.15,8885.95,8887.75,0
2017-03-03 14:59:00+05:30,8887.65,8890.25,8887.5,8890.2,0
2017-03-03 15:00:00+05:30,8890.6,8893.0,8890.6,8891.85,0
2017-03-03 15:01:00+05:30,8891.65,8892.4,8890.55,8891.85,0
2017-03-03 15:02:00+05:30,8892.1,8894.85,8891.3,8894.85,0
2017-03-03 15:03:00+05:30,8894.65,8897.45,8894.4,8894.4,0
2017-03-03 15:04:00+05:30,8894.65,8895.35,8893.55,8893.6,0
2017-03-03 15:05:00+05:30,8893.8,8895.6,8893.8,8894.75,0
2017-03-03 15:06:00+05:30,8894.65,8896.15,8894.2,8894.55,0
2017-03-03 15:07:00+05:30,8894.85,8895.2,8892.25,8893.75,0
2017-03-03 15:08:00+05:30,8893.55,8893.7,8891.5,8892.25,0
2017-03-03 15:09:00+05:30,8891.8,8893.0,8890.7,8891.1,0
2017-03-03 15:10:00+05:30,8891.65,8892.2,8888.9,8889.2,0
2017-03-03 15:11:00+05:30,8889.15,8891.3,8889.15,8890.3,0
2017-03-03 15:12:00+05:30,8890.25,8891.65,8890.1,8891.65,0
