date,open,high,low,close,volume
2017-01-02 09:15:00+05:30,8210.1,8211.7,8189.0,8189.55,0
2017-01-02 09:16:00+05:30,8188.75,8193.95,8188.75,8189.95,0
2017-01-02 09:17:00+05:30,8190.15,8190.75,8173.7,8173.7,0
2017-01-02 09:18:00+05:30,8173.35,8177.55,8169.15,8177.55,0
2017-01-02 09:19:00+05:30,8177.85,8178.15,8173.45,8174.4,0
2017-01-02 09:20:00+05:30,8174.6,8174.9,8167.1,8167.4,0
2017-01-02 09:21:00+05:30,8167.15,8172.0,8164.6,8171.8,0
2017-01-02 09:22:00+05:30,8171.95,8173.5,8165.7,8168.9,0
2017-01-02 09:23:00+05:30,8169.2,8173.9,8168.25,8168.95,0
2017-01-02 09:24:00+05:30,8169.6,8169.75,8165.3,8169.4,0
2017-01-02 09:25:00+05:30,8169.5,8171.5,8168.05,8170.25,0
2017-01-02 09:26:00+05:30,8170.15,8170.15,8164.4,8167.6,0
2017-01-02 09:27:00+05:30,8168.15,8168.4,8161.85,8162.0,0
2017-01-02 09:28:00+05:30,8161.85,8162.75,8158.1,8158.1,0
2017-01-02 09:29:00+05:30,8157.1,8157.6,8150.9,8150.9,0
2017-01-02 09:30:00+05:30,8150.15,8150.35,8145.3,8145.3,0
2017-01-02 09:31:00+05:30,8145.05,8147.55,8142.3,8142.3,0
2017-01-02 09:32:00+05:30,8141.95,8148.55,8141.35,8148.0,0
2017-01-02 09:33:00+05:30,8147.85,8151.9,8146.4,8151.9,0
2017-01-02 09:34:00+05:30,8151.45,8161.2,8151.45,8161.0,0
2017-01-02 09:35:00+05:30,8161.05,8161.05,8154.3,8156.75,0
2017-01-02 09:36:00+05:30,8156.95,8160.95,8156.95,8158.65,0
2017-01-02 09:37:00+05:30,8158.55,8164.15,8157.8,8164.15,0
2017-01-02 09:38:00+05:30,8164.05,8164.95,8161.7,8164.95,0
2017-01-02 09:39:00+05:30,8165.05,8167.75,8164.4,8165.3,0
2017-01-02 09:40:00+05:30,8164.75,8165.5,8158.95,8158.95,0
2017-01-02 09:41:00+05:30,8158.9,8162.45,8157.65,8162.45,0
2017-01-02 09:42:00+05:30,8162.8,8164.25,8161.0,8164.25,0
2017-01-02 09:43:00+05:30,8164.2,8165.95,8163.45,8165.2,0
2017-01-02 09:44:00+05:30,8165.05,8165.95,8162.85,8163.65,0
2017-01-02 09:45:00+05:30,8163.6,8163.8,8157.95,8158.6,0
2017-01-02 09:46:00+05:30,8158.25,8158.25,8153.55,8154.35,0
2017-01-02 09:47:00+05:30,8154.25,8158.05,8154.25,8156.65,0
2017-01-02 09:48:00+05:30,8156.85,8157.95,8155.15,8157.8,0
2017-01-02 09:49:00+05:30,8157.85,8157.85,8155.55,8156.3,0
2017-01-02 09:50:00+05:30,8156.2,8156.3,8154.05,8154.6,0
2017-01-02 09:51:00+05:30,8154.8,8154.8,8153.35,8154.2,0
2017-01-02 09:52:00+05:30,8154.05,8155.0,8153.25,8155.0,0
2017-01-02 09:53:00+05:30,8155.2,8157.7,8154.7,8157.15,0
2017-01-02 09:54:00+05:30,8156.9,8157.75,8155.45,8157.3,0
