date,open,high,low,close,volume
2017-05-03 09:15:00+05:30,9344.7,9344.75,9336.0,9337.5,0
2017-05-03 09:16:00+05:30,9337.6,9337.8,9332.55,9334.05,0
2017-05-03 09:17:00+05:30,9333.7,9333.7,9328.65,9329.15,0
2017-05-03 09:18:00+05:30,9330.4,9334.75,9329.85,9334.6,0
2017-05-03 09:19:00+05:30,9334.45,9334.45,9326.65,9330.8,0
2017-05-03 09:20:00+05:30,9330.25,9335.0,9327.2,9327.5,0
2017-05-03 09:21:00+05:30,9327.3,9331.7,9327.3,9328.25,0
2017-05-03 09:22:00+05:30,9328.4,9328.45,9324.25,9325.8,0
2017-05-03 09:23:00+05:30,9324.6,9326.05,9322.25,9323.6,0
2017-05-03 09:24:00+05:30,9323.75,9330.95,9323.75,9330.95,0
2017-05-03 09:25:00+05:30,9330.95,9330.95,9329.05,9330.3,0
2017-05-03 09:26:00+05:30,9330.55,9336.1,9330.55,9335.85,0
2017-05-03 09:27:00+05:30,9335.65,9337.3,9335.5,9336.6,0
2017-05-03 09:28:00+05:30,9336.35,9336.35,9332.25,9335.2,0
2017-05-03 09:29:00+05:30,9335.3,9336.85,9335.3,9336.15,0
2017-05-03 09:30:00+05:30,9336.15,9336.15,9332.45,9333.55,0
2017-05-03 09:31:00+05:30,9333.5,9335.95,9332.55,9333.65,0
2017-05-03 09:32:00+05:30,9332.95,9332.95,9330.4,9331.15,0
2017-05-03 09:33:00+05:30,9329.3,9330.9,9328.65,9329.15,0
2017-05-03 09:34:00+05:30,9328.85,9330.85,9327.85,9329.0,0
2017-05-03 09:35:00+05:30,9328.4,9328.4,9325.3,9327.65,0
2017-05-03 09:36:00+05:30,9327.3,9327.6,9325.25,9326.15,0
2017-05-03 09:37:00+05:30,9325.95,9326.85,9324.9,9326.45,0
2017-05-03 09:38:00+05:30,9326.45,9329.35,9325.75,9329.35,0
2017-05-03 09:39:00+05:30,9328.95,9331.85,9328.3,9331.55,0
2017-05-03 09:40:00+05:30,9332.0,9332.0,9330.35,9331.15,0
2017-05-03 09:41:00+05:30,9330.95,9332.25,9329.35,9329.35,0
2017-05-03 09:42:00+05:30,9329.35,9329.35,9325.55,9326.3,0
2017-05-03 09:43:00+05:30,9326.75,9326.85,9324.9,9325.1,0
2017-05-03 09:44:00+05:30,9325.65,9326.55,9323.95,9326.35,0
2017-05-03 09:45:00+05:30,9326.75,9328.45,9322.45,9322.65,0
2017-05-03 09:46:00+05:30,9322.65,9323.2,9320.9,9322.35,0
2017-05-03 09:47:00+05:30,9322.4,9323.4,9318.65,9319.05,0
2017-05-03 09:48:00+05:30,9319.1,9321.3,9317.65,9317.65,0
2017-05-03 09:49:00+05:30,9317.85,9319.45,9313.2,9317.4,0
2017-05-03 09:50:00+05:30,9316.7,9317.75,9314.5,9317.65,0
2017-05-03 09:51:00+05:30,9318.25,9321.7,9318.25,9320.9,0
2017-05-03 09:52:00+05:30,9320.65,9322.0,9320.25,9322.0,0
2017-05-03 09:53:00+05:30,9322.5,9323.6,9319.7,9319.9,0
2017-05-03 09:54:00+05:30,9319.75,9321.35,9318.65,9320.9,0
2017-05-03 09:55:00+05:30,9320.5,9323.05,9320.5,9323.0,0
2017-05-03 09:56:00+05:30,9322.95,9325.0,9322.8,9323.75,0
2017-05-03 09:57:00+05:30,9323.4,9326.55,9323.35,9326.55,0
2017-05-03 09:58:00+05:30,9325.9,9325.9,9323.95,9324.55,0
2017-05-03 09:59:00+05:30,9324.5,9327.25,9324.3,9326.75,0
2017-05-03 10:00:00+05:30,9326.45,9329.35,9326.2,9328.35,0
2017-05-03 10:01:00+05:30,9328.9,9328.95,9326.6,9327.15,0
2017-05-03 10:02:00+05:30,9327.3,9328.55,9326.65,9328.55,0
2017-05-03 10:03:00+05:30,9328.35,9329.55,9327.65,9328.2,0
2017-05-03 10:04:00+05:30,9328.15,9330.3,9327.85,9330.15,0
2017-05-03 10:05:00+05:30,9329.75,9330.25,9328.95,9329.1,0
2017-05-03 10:06:00+05:30,9328.75,9329.4,9327.85,9328.85,0
2017-05-03 10:07:00+05:30,9328.8,9328.8,9326.65,9326.75,0
2017-05-03 10:08:00+05:30,9326.7,9327.6,9324.15,9326.7,0
2017-05-03 10:09:00+05:30,9326.75,9327.4,9324.55,9327.4,0
2017-05-03 10:10:00+05:30,9327.45,9331.4,9327.1,9331.4,0
2017-05-03 10:11:00+05:30,9331.6,9331.7,9328.1,9328.4,0
2017-05-03 10:12:00+05:30,9329.25,9330.1,9328.95,9329.6,0
2017-05-03 10:13:00+05:30,9329.55,9330.7,9329.15,9329.8,0
2017-05-03 10:14:00+05:30,9329.7,9330.9,9329.3,9329.75,0
2017-05-03 10:15:00+05:30,9329.85,9331.15,9329.15,9330.55,0
2017-05-03 10:16:00+05:30,9330.35,9331.35,9329.3,9329.55,0
2017-05-03 10:17:00+05:30,9329.05,9330.15,9328.75,9329.55,0
2017-05-03 10:18:00+05:30,9329.8,9330.2,9328.45,9328.95,0
2017-05-03 10:19:00+05:30,9328.95,9330.4,9328.95,9329.95,0
2017-05-03 10:20:00+05:30,9329.9,9333.2,9329.65,9333.2,0
2017-05-03 10:21:00+05:30,9332.95,9333.2,9330.6,9331.4,0
